date,MSP,MSP_TVC,CMCF,CMCF_TVC,YOU,SMCI,SMCI_TVC,county_jails,community_work_centers,REGIONAL_CORRECTIONAL_FACILITIES,PRIVATE_PRISONS,RESTITUTION_CENTERS,TRANSITIONAL_HOUSING,Governor's_Mansion,E-CODE
2016-05-04,3370,,2884,4,34,2997,,1504,1147,3417,3898,14,,,
2016-05-05,3368,,2902,4,34,2989,,1496,1147,3409,3903,14,,,
2016-05-06,3374,,2879,4,33,3004,,1466,1160,3407,3919,14,,,
2016-05-07,3372,,2880,4,33,3001,,1466,1156,3405,3918,14,,,
2016-05-08,3372,,2879,4,33,3000,,1466,1154,3403,3917,14,,,
2016-05-09,3360,,2918,6,34,2988,,1459,1157,3407,3911,14,,,
2016-05-10,3354,,2995,6,33,2935,,1513,1147,3412,3916,14,,,
2016-05-11,3380,,2923,6,33,3001,,1504,1153,3410,3921,13,,,
2016-05-12,3370,,2923,6,33,3005,,1513,1158,3403,3916,13,,,
2016-05-13,3371,,2889,2,33,3009,,1531,1154,3407,3927,12,,,
2016-05-14,3368,,2888,2,33,3010,,1531,1153,3405,3925,12,,,
2016-05-15,3365,,2886,2,33,3009,,1531,1153,3403,3924,12,,,
2016-05-16,3366,,2888,1,32,3000,,1514,1181,3407,3919,13,,,
2016-05-17,3361,,2909,1,32,3009,,1505,1177,3406,3924,13,,,
2016-05-18,3348,,2939,1,32,3006,,1485,1171,3415,3919,13,,,
2016-05-19,3382,,2930,5,32,3004,,1472,1168,3410,3920,13,,,
2016-05-20,3383,,2943,4,31,2995,,1463,1151,3413,3910,13,,,
2016-05-21,3382,,2943,4,31,2996,,1463,1151,3413,3909,13,,,
2016-05-22,3383,,2944,4,31,2994,,1463,1146,3411,3907,13,,,
2016-05-23,3377,,2963,4,31,2992,,1447,1166,3413,3902,13,,,
2016-05-24,3396,,2947,4,31,3003,,1430,1161,3413,3924,13,,,
2016-05-25,3398,,2963,5,30,3003,,1427,1160,3410,3927,14,,,
2016-05-26,3393,,2986,5,31,3002,,1428,1167,3408,3925,14,,,
2016-05-27,3415,,2948,8,32,3005,,1446,1187,3407,3925,14,,,
2016-05-28,3414,,2947,8,32,3006,,1446,1183,3407,3924,14,,,
2016-05-29,3414,,2946,8,32,3006,,1446,1180,3406,3923,14,,,
2016-05-30,3412,,2947,8,32,3004,,1446,1179,3405,3921,14,,,
2016-05-31,3398,,2963,8,32,3003,,1478,1174,3405,3914,14,,,
2016-06-01,3390,,2976,4,32,2998,,1503,1179,3404,3907,14,,,
2016-06-02,3389,,2979,4,32,2998,,1542,1175,3405,3897,15,,,
2016-06-03,3391,,2959,5,32,2993,,1556,1169,3401,3898,14,,,
2016-06-04,3391,,2957,5,32,2994,,1556,1163,3401,3898,14,,,
2016-06-05,3391,,2956,5,32,2994,,1556,1160,3400,3898,14,,,
2016-06-06,3388,,2961,5,32,3001,,1562,1182,3408,3895,15,,,
2016-06-07,3394,,2984,5,32,3000,,1570,1174,3412,3888,15,,,
2016-06-08,3367,,3016,6,32,2993,,1546,1169,3411,3889,15,,,
2016-06-09,3378,,3008,6,32,2990,,1536,1165,3410,3885,15,,,
2016-06-10,3397,,2998,9,32,3003,,1517,1153,3407,3884,14,,,
2016-06-11,3396,,2999,9,32,3002,,1517,1152,3405,3883,14,,,
2016-06-12,3392,,2999,9,32,3001,,1517,1151,3405,3883,14,,,
2016-06-13,3388,,3021,6,31,3001,,1546,1171,3404,3879,15,,,
2016-06-14,3374,,3000,6,31,3001,,1564,1165,3461,3878,15,,,
2016-06-15,3379,,3031,6,31,3001,,1560,1152,3458,3884,15,,,
2016-06-16,3366,,3028,6,31,3001,,1545,1152,3511,3881,15,,,
2016-06-17,3361,,3063,8,33,2999,,1518,1110,3500,3865,15,,,
2016-06-18,3361,,3063,8,33,3000,,1518,1108,3500,3865,15,,,
2016-06-19,3361,,3062,9,33,3000,,1518,1102,3500,3865,15,,,
2016-06-20,3362,,3115,8,33,2998,,1515,1132,3500,3859,15,,,
2016-06-21,3352,,3124,8,34,3001,,1491,1131,3511,3854,15,,,
2016-06-22,3357,,3118,9,34,3001,,1485,1149,3507,3853,15,,,
2016-06-23,3378,,3084,7,34,2996,,1524,1154,3512,3857,15,,,
2016-06-24,3381,,3084,12,34,2987,,1531,1134,3514,3861,15,,,
2016-06-25,3380,,3082,12,33,2986,,1531,1130,3512,3860,15,,,
2016-06-26,3379,,3081,12,33,2984,,1531,1127,3510,3860,15,,,
2016-06-27,3385,,3075,12,33,2990,,1572,1149,3498,3854,15,,,
2016-06-28,3381,,3090,13,33,2990,,1563,1140,3496,3854,15,,,
2016-06-29,3380,,3082,13,33,2997,,1538,1131,3505,3873,17,,,
2016-06-30,3380,,3082,13,33,2997,,1538,1131,3505,3873,17,,,
2016-07-01,3404,,3045,6,33,2999,,1535,1143,3512,3877,17,,,
2016-07-02,3403,,3045,6,33,2998,,1535,1141,3512,3877,17,,,
2016-07-03,3401,,3045,6,33,2997,,1535,1139,3512,3876,17,,,
2016-07-04,3396,,3044,6,33,2996,,1535,1135,3511,3876,17,,,
2016-07-05,3394,,3073,6,33,2985,,1548,1118,3497,3866,17,,,
2016-07-06,3388,,3071,6,33,2989,,1564,1119,3505,3864,16,,,
2016-07-07,3390,,3092,6,33,2993,,1561,1112,3507,3872,16,,,
2016-07-08,3402,,3090,8,33,2992,,1566,1103,3507,3869,13,,,
2016-07-09,3400,,3088,8,33,2990,,1566,1100,3507,3870,13,,,
2016-07-10,3399,,3085,8,33,2990,,1566,1098,3506,3868,13,,,
2016-07-11,3397,,3123,8,31,2983,,1561,1111,3493,3863,16,,,
2016-07-12,3385,,3152,8,31,2978,,1552,1095,3495,3850,16,,,
2016-07-13,3388,,3197,8,31,2983,,1516,1089,3497,3849,16,,,
2016-07-14,3396,,3192,8,31,2982,,1535,1076,3495,3846,15,,,
2016-07-15,3393,,3180,13,31,2992,,1513,1076,3500,3846,15,,,
2016-07-16,3393,,3180,13,31,2993,,1513,1076,3500,3847,15,,,
2016-07-17,3391,,3178,13,31,2992,,1512,1069,3497,3845,15,,,
2016-07-18,3398,,3181,11,32,2997,,1514,1079,3502,3851,15,,,
2016-07-19,3392,,3217,11,32,3004,,1481,1071,3504,3848,15,,,
2016-07-20,3388,,3238,11,32,2999,,1507,1069,3501,3841,15,,,
2016-07-21,3400,,3220,11,31,2997,,1507,1072,3503,3849,14,,,
2016-07-22,3394,,3205,21,32,2990,,1487,1081,3503,3847,11,,,
2016-07-23,3394,,3208,21,31,2987,,1487,1081,3503,3847,11,,,
2016-07-24,3393,,3209,21,31,2984,,1487,1079,3502,3847,11,,,
2016-07-25,3396,,3230,21,30,2977,,1481,1078,3506,3843,13,,,
2016-07-26,3388,,3271,21,30,2973,,1460,1071,3503,3837,13,,,
2016-07-27,3394,,3271,21,30,2983,,1474,1075,3504,3827,13,,,
2016-07-28,3380,,3302,13,30,2960,,1480,1072,3512,3824,13,,,
2016-07-29,3374,,3198,15,30,2975,,1507,1078,3537,3835,12,,,
2016-07-30,3370,,3196,15,30,2974,,1507,1073,3533,3834,12,,,
2016-07-31,3368,,3194,15,30,2975,,1507,1071,3529,3830,12,,,
2016-08-01,3383,,3243,14,30,2971,,1452,1073,3524,3772,12,,,
2016-08-02,3387,,3221,7,32,2985,,1520,1064,3533,3765,12,,,
2016-08-03,3377,,3267,7,32,2983,,1526,1059,3538,3722,11,,,
2016-08-04,3363,,3293,6,32,2988,,1516,1060,3528,3723,11,,,
2016-08-05,3364,,3278,8,32,2982,,1522,1082,3527,3713,11,,,
2016-08-06,3364,,3277,8,32,2979,,1522,1081,3525,3713,11,,,
2016-08-07,3364,,3375,8,32,2980,,1522,1078,3521,3713,11,,,
2016-08-08,3349,,3349,7,32,2985,,1532,1068,3518,3661,10,,,
2016-08-09,3353,,3409,7,32,2995,,1564,1064,3537,3607,10,,,
2016-08-11,3341,,3436,7,33,2985,,1551,1055,3517,3600,10,,,
2016-08-12,3337,,3477,10,33,2985,,1567,1056,3523,3550,9,,,
2016-08-13,3332,,3476,10,33,2985,,1567,1054,3522,3548,9,,,
2016-08-14,3331,,3474,11,33,2984,,1567,1050,3517,3547,9,,,
2016-08-15,3346,,3478,10,32,2982,,1580,1051,3497,3531,10,,,
2016-08-16,3334,,3506,10,32,2977,,1549,1042,3511,3525,12,,,
2016-08-17,3340,,3469,10,32,2985,,1546,1044,3524,3544,12,,,
2016-08-18,3329,,3471,10,34,2976,,1557,1035,3526,3537,12,,,
2016-08-19,3367,,3444,10,34,2984,,1560,1047,3528,3513,12,,,
2016-08-20,3367,,3445,10,34,2984,,1560,1043,3525,3512,12,,,
2016-08-21,3366,,3444,9,34,2982,,1560,1041,3524,3512,12,,,
2016-08-22,3363,,3467,9,34,2976,,1547,1030,3555,3488,10,,,
2016-08-23,3367,,3443,10,33,2981,,1546,1024,3585,3474,10,,,
2016-08-24,3357,,3488,10,33,2981,,1519,1017,3619,3427,10,,,
2016-08-25,3373,,3517,8,33,2974,,1515,1010,3645,3351,10,,,
2016-08-26,3372,,3524,6,33,2979,,1484,1018,3676,3328,12,,,
2016-08-28,3369,,3525,6,33,2979,,1484,1017,3674,3325,12,,,
2016-08-29,3360,,3554,4,33,2964,,1481,1011,3663,3319,12,,,
2016-09-01,3363,,3541,8,34,2965,,1417,1007,3696,3306,11,,,
2016-09-02,3372,,3507,18,34,2980,,1433,1008,3693,3305,9,,,
2016-09-03,3370,,3508,18,33,2979,,1433,1005,3691,3305,9,,,
2016-09-04,3368,,3508,18,33,2977,,1433,1004,3689,3305,9,,,
2016-09-05,3368,,3506,18,33,2976,,1435,1002,3688,3304,9,,,
2016-09-06,3356,,3519,17,33,2966,,1445,1005,3666,3282,9,,,
2016-09-07,3357,,3528,17,33,2962,,1430,1002,3708,3245,9,,,
2016-09-08,3360,,3451,17,35,2960,,1431,989,3816,3211,11,,,
2016-09-09,3356,,3398,21,35,2969,,1445,1009,3860,3168,9,,,
2016-09-10,3354,,3396,20,35,2972,,1445,1007,3858,3167,11,,,
2016-09-11,3353,,3396,21,35,2972,,1441,1003,3858,3167,11,,,
2016-09-12,3370,,3406,21,35,2968,,1456,1015,3891,3112,11,,,
2016-09-13,3372,,3442,9,36,2974,,1432,1021,3925,3054,11,,,
2016-09-14,3383,,3465,9,37,2985,,1406,1006,3946,3025,11,,,
2016-09-15,3382,,3472,9,37,2983,,1397,993,3956,3030,11,,,
2016-09-16,3385,,3472,9,37,2983,,1397,993,3956,3030,11,,,
2016-09-17,3384,,3442,5,37,2983,,1392,1007,3952,3050,10,,,
2016-09-18,3383,,3439,5,37,2983,,1392,1002,3952,3050,10,,,
2016-09-19,3379,,3459,5,37,2974,,1405,997,3952,3047,11,,,
2016-09-20,3380,,3490,3,37,2979,,1397,996,3951,3043,11,,,
2016-09-21,3373,,3499,3,37,2980,,1374,985,3948,3058,13,,,
2016-09-22,3384,,3496,3,38,2987,,1369,986,3950,3056,11,,,
2016-09-23,3400,,3458,3,38,2991,,1398,993,3951,3073,12,,,
2016-09-24,3398,,3460,3,38,2991,,1398,991,3949,3069,12,,,
2016-09-25,3398,,3458,3,38,2991,,1398,985,3949,3069,12,,,
2016-09-26,3395,,3505,3,36,2990,,1373,990,3953,3071,9,,,
2016-09-27,3386,,3528,3,36,2981,,1404,973,3948,3065,12,,,
2016-09-28,3379,,3540,3,36,2970,,1386,971,3948,3068,12,,,
2016-09-29,3386,,3558,3,36,2985,,1374,962,3945,3065,13,,,
2016-10-01,3387,,3520,27,36,2989,,1375,976,3949,3062,13,,,
2016-10-02,3387,,3520,27,36,2989,,1375,975,3949,3062,13,,,
2016-10-03,3383,,3506,27,36,2982,,1374,971,3941,3058,10,,,
2016-10-04,3369,,3558,28,37,2979,,1346,969,3948,3053,13,,,
2016-10-05,3368,,3549,28,37,2976,,1361,968,3951,3050,13,,,
2016-10-06,3373,,3524,28,37,2972,,1360,960,3973,3060,13,,,
2016-10-07,3361,,3513,27,37,2965,,1356,972,3974,3060,12,,,
2016-10-08,3361,,3512,27,37,2964,,1356,970,3974,3060,12,,,
2016-10-09,3359,,3511,27,37,2964,,1356,965,3970,3060,12,,,
2016-10-10,3350,,3532,27,37,2960,,1339,963,3987,3069,13,,,
2016-10-11,3373,,3504,27,37,2959,,1340,967,3997,3067,13,,,
2016-10-12,3362,,3493,26,37,2968,,1315,972,4028,3068,13,,,
2016-10-13,3365,,3438,26,37,2965,,1323,982,4046,3060,13,,,
2016-10-14,3348,,3452,25,37,2971,,1319,969,4053,3059,13,,,
2016-10-15,3347,,3450,25,35,2970,,1319,969,4051,3057,13,,,
2016-10-16,3345,,3450,25,34,2997,,1319,968,4049,3057,13,,,
2016-10-17,3336,,3486,25,34,2965,,1309,974,4028,3055,14,,,
2016-10-18,3332,,3503,14,34,2977,,1300,968,4025,3062,14,,,
2016-10-19,3330,,3499,14,34,2970,,1294,970,4036,3068,14,,,
2016-10-20,3341,,3479,19,35,2960,,1280,966,4067,3061,14,,,
2016-10-21,3319,,3460,26,35,2968,,1271,977,4067,3062,13,,,
2016-10-22,3317,,3460,26,35,2968,,1271,977,4065,3062,13,,,
2016-10-23,3318,,3462,26,35,2968,,1270,976,4063,3060,13,,,
2016-10-24,3318,,3461,26,35,2965,,1287,982,4052,3058,14,,,
2016-10-25,3320,,3421,25,35,2970,,1265,975,4089,3060,14,,,
2016-10-26,3291,,3442,16,35,2972,,1264,972,4108,3065,14,,,
2016-10-27,3284,,3422,12,36,2961,,1271,958,4125,3063,15,,,
2016-10-28,3273,,3387,24,36,2970,,1247,956,4152,3064,15,,,
2016-10-29,3273,,3388,23,36,2969,,1247,962,4152,3064,15,,,
2016-10-30,3271,,3365,23,36,2967,,1247,961,4149,3064,15,,,
2016-10-31,3277,,3322,24,36,2962,,1265,979,4155,3064,15,,,
2016-11-01,3281,,3343,22,36,2962,,1247,976,4153,3062,16,,,
2016-11-02,3275,,3291,20,36,2963,,1271,968,4183,3062,15,,,
2016-11-03,3288,,3285,7,36,2958,,1294,955,4193,3062,15,,,
2016-11-04,3293,,3232,13,35,2955,,1299,970,4184,3055,13,,,
2016-11-05,3293,,3232,13,35,2955,,1299,964,4183,3056,13,,,
2016-11-06,3292,,3233,13,35,2955,,1301,961,4181,3055,13,,,
2016-11-07,3308,,3262,13,34,2955,,1316,967,4182,3055,13,,,
2016-11-08,3293,,3288,13,34,2956,,1294,961,4203,3057,13,,,
2016-11-09,3301,,3282,13,34,2955,,1281,951,4216,3059,13,,,
2016-11-10,3278,,3311,25,32,2948,,1252,948,4223,3057,13,,,
2016-11-11,3270,,3296,25,32,2941,,1250,923,4214,3053,12,,,
2016-11-12,3270,,3295,25,32,2944,,1250,920,4214,3052,12,,,
2016-11-13,3269,,3296,25,32,2944,,1250,913,4212,3051,12,,,
2016-11-14,3279,,3256,23,31,2957,,1229,948,4211,3052,12,,,
2016-11-15,3298,,3259,23,31,2960,,1243,938,4201,3053,12,,,
2016-11-16,3290,,3276,22,31,2960,,1202,934,4203,3057,12,,,
2016-11-24,3371,,3243,4,32,2975,,1179,903,4139,3044,13,,,
2016-11-25,3371,,3243,4,32,2975,,1179,900,4143,3044,12,,,
2016-11-26,3373,,3242,4,32,2974,,1179,896,4141,3044,12,,,
2016-11-27,3370,,3241,4,32,2974,,1179,893,4140,3044,12,,,
2016-11-28,3342,,3271,4,32,2997,,1180,894,4139,3022,10,,,
2016-11-29,3367,,3241,4,32,2993,,1202,881,4101,3043,10,,,
2016-11-30,3332,,3222,6,32,3020,,1231,873,4088,3057,12,,,
2016-12-01,3354,,3225,4,32,3020,,1248,871,4066,3057,12,,,
2016-12-02,3354,,3218,16,31,3016,,1249,893,4013,3061,12,,,
2016-12-03,3353,,3210,16,31,3015,,1251,891,4011,3060,12,,,
2016-12-04,3351,,3211,16,31,3012,,1251,891,4011,3059,12,,,
2016-12-05,3353,,3211,16,31,3051,,1261,893,3992,3061,13,,,
2016-12-06,3332,,3258,16,31,3048,,1255,891,3996,3061,13,,,
2016-12-07,3348,,3230,15,30,3048,,1278,888,3955,3065,13,,,
2016-12-08,3354,,3286,16,30,3048,,1251,885,3962,3062,13,,,
2016-12-09,3365,,3266,1,30,3060,,1266,920,3966,3067,13,,,
2016-12-10,3364,,3272,1,30,3060,,1266,919,3965,3066,13,,,
2016-12-11,3362,,3272,1,30,3061,,1266,919,3962,3066,13,,,
2016-12-12,3358,,3278,1,30,3059,,1298,929,3963,3070,13,,,
2016-12-13,3347,,3309,1,30,3055,,1291,921,3947,3066,13,,,
2016-12-14,3350,,3329,1,30,3059,,1292,914,3941,3060,13,,,
2016-12-15,3348,,3368,2,30,3057,,1267,923,3933,3061,13,,,
2016-12-16,3342,,3327,5,30,3063,,1275,957,3938,3075,13,,,
2016-12-17,3343,,3325,5,30,3063,,1275,954,3936,3072,13,,,
2016-12-18,3342,,3324,4,30,3062,,1275,951,3934,3071,13,,,
2016-12-19,3327,,3375,4,30,3059,,1257,950,3927,3066,13,,,
2016-12-20,3332,,3398,4,30,3056,,1233,948,3924,3073,11,,,
2016-12-21,3347,,3376,5,30,3060,,1204,959,3921,3074,11,,,
2016-12-22,3349,,3394,5,29,3060,,1209,957,3916,3075,11,,,
2016-12-23,3349,,3393,5,29,3061,,1209,962,3916,3075,11,,,
2016-12-24,3349,,3394,5,29,3060,,1209,960,3913,3075,11,,,
2016-12-25,3349,,3396,5,29,3060,,1209,959,3916,3071,11,,,
2016-12-26,3348,,3397,4,29,3061,,1209,955,3913,3071,11,,,
2016-12-27,3346,,3399,4,28,3055,,1198,943,3894,3067,9,,,
2016-12-28,3341,,3352,3,27,3059,,1226,964,3895,3078,9,,,
2016-12-29,3360,,3397,3,27,3063,,1177,967,3883,3076,9,,,
2016-12-30,3381,,3396,3,27,3065,,1173,976,3870,3080,9,,,
2016-12-31,3381,,3391,3,27,3064,,1173,974,3869,3079,9,,,
2017-01-02,3373,,3391,3,27,3063,,1173,969,3865,3077,9,,,
2017-01-03,3362,,3443,3,27,3051,,1146,945,3844,3069,8,,,
2017-01-04,3368,,3473,2,26,3063,,1089,938,3852,3080,10,,,
2017-01-05,3365,,3491,2,26,3059,,1064,952,3835,3084,13,,,
2017-01-06,3363,,3477,3,26,3060,,1062,972,3830,3085,13,,,
2017-01-07,3362,,3476,3,26,3060,,1062,969,3830,3085,13,,,
2017-01-08,3360,,3479,3,26,3060,,1062,966,3826,3084,13,,,
2017-01-10,3358,,3469,5,26,3050,,1101,953,3806,3081,13,,,
2017-01-11,3358,,3469,5,26,3049,,1140,953,3806,3080,13,,,
2017-01-12,3353,,3453,5,26,3040,,1155,941,3792,3070,14,,,
2017-01-13,3337,,3421,2,26,3039,,1175,940,3782,3070,10,,,
2017-01-14,3336,,3418,2,26,3038,,1175,938,3777,3068,10,,,
2017-01-15,3336,,3421,2,26,3038,,1175,937,3771,3067,10,,,
2017-01-16,3336,,3422,2,26,3034,,1177,960,3775,3067,14,,,
2017-01-17,3335,,3423,4,26,3021,,1206,953,3767,3065,14,,,
2017-01-18,3313,,3395,4,26,3045,,1219,951,3786,3062,14,,,
2017-01-19,3314,,3392,4,26,3055,,1288,950,3770,3060,14,,,
2017-01-20,3320,,3332,4,26,3045,,1337,947,3778,3057,14,,,
2017-01-21,3319,,3329,4,26,3045,,1337,941,3777,3056,14,,,
2017-01-22,3318,,3327,4,26,3045,,1337,937,3777,3057,14,,,
2017-01-23,3354,,3298,4,24,3065,,1289,942,3780,3068,14,,,
2017-01-24,3352,,3334,4,24,3067,,1265,936,3782,3066,13,,,
2017-01-25,3363,,3296,4,24,3070,,1241,944,3800,3080,13,,,
2017-01-26,3373,,3347,4,24,3067,,1229,939,3788,3077,11,,,
2017-01-27,3362,,3349,10,24,3067,,1236,943,3790,3076,12,,,
2017-01-28,3362,,3349,10,24,3067,,1236,942,3787,3076,12,,,
2017-01-29,3362,,3349,10,24,3064,,1236,936,3784,3076,12,,,
2017-01-30,3369,,3356,10,25,3068,,1249,938,3784,3072,14,,,
2017-01-31,3367,,3414,10,25,3068,,1231,932,3776,3071,14,,,
2017-02-01,3378,,3398,10,25,3062,,1260,931,3768,3078,14,,,
2017-02-02,3382,,3385,11,26,3067,,1318,931,3779,3078,14,,,
2017-02-03,3371,,3357,7,25,3063,,1321,940,3777,3079,14,,,
2017-02-04,3367,,3365,7,25,3062,,1321,931,3775,3077,14,,,
2017-02-05,3367,,3365,7,25,3062,,1321,931,3775,3077,14,,,
2017-02-06,3376,,3400,6,25,3059,,1287,951,3772,3076,11,,,
2017-02-07,3365,,3436,6,25,3059,,1269,945,3764,3076,11,,,
2017-02-08,3368,,3401,6,25,3062,,1320,945,3785,3073,11,,,
2017-02-09,3361,,3420,6,25,3067,,1332,940,3765,3070,11,,,
2017-02-10,3368,,3380,3,26,3069,,1360,955,3768,3071,13,,,
2017-02-11,3365,,3379,3,26,3066,,1360,953,3768,3070,13,,,
2017-02-12,3365,,3378,3,26,3066,,1360,952,3768,3069,13,,,
2017-02-13,3357,,3383,3,25,3069,,1369,960,3760,3070,13,,,
2017-02-14,3364,,3388,3,25,3064,,1368,953,3769,3067,13,,,
2017-02-15,3359,,3394,3,25,3074,,1368,954,3769,3070,13,,,
2017-02-16,3346,,3418,5,26,3068,,1390,962,3765,3067,13,,,
2017-02-17,3353,,3406,14,26,3062,,1411,970,3753,3068,13,,,
2017-02-18,3352,,3406,14,26,3061,,1411,965,3751,3065,13,,,
2017-02-19,3352,,3405,14,26,3060,,1411,963,3750,3064,13,,,
2017-02-20,3348,,3402,14,26,3057,,1416,976,3747,3057,13,,,
2017-02-21,3353,,3399,14,26,3063,,1424,973,3753,3062,11,,,
2017-02-22,3349,,3395,14,26,3070,,1428,965,3762,3067,12,,,
2017-02-23,3341,,3417,14,27,3070,,1418,963,3771,3051,14,,,
2017-02-24,3350,,3404,28,27,3071,,1399,963,3793,3055,13,,,
2017-02-25,3349,,3402,28,27,3071,,1399,962,3792,3053,13,,,
2017-02-26,3349,,3403,28,27,3071,,1399,960,3792,3051,13,,,
2017-02-27,3356,,3441,28,27,3068,,1380,975,3794,3047,14,,,
2017-03-02,3328,,3429,24,29,3071,,1411,971,3799,3031,14,,,
2017-03-03,3339,,3392,23,28,3067,,1409,964,3796,3043,14,,,
2017-03-04,3335,,3395,23,28,3067,,1409,964,3796,3041,14,,,
2017-03-05,3335,,3396,23,28,3066,,1409,962,3793,3041,14,,,
2017-03-06,3331,,3385,23,29,3063,,1434,989,3793,3022,14,,,
2017-03-07,3351,,3367,23,29,3070,,1419,986,3810,3032,14,,,
2017-03-08,3355,,3375,23,30,3069,,1415,981,3730,3031,14,,,
2017-03-10,3360,,3404,14,30,3067,,1353,1016,3819,3029,14,,,
2017-03-22,3345,,3404,10,30,3068,,1374,1020,3830,3053,15,,,
2017-03-23,3340,,3392,10,30,3071,,1347,1030,3831,3058,15,,,
2017-03-24,3340,,3400,14,30,3070,,1350,1044,3823,3056,15,,,
2017-03-25,3340,,3400,14,30,3070,,1350,1040,3820,3054,15,,,
2017-03-26,3339,,3404,14,30,3070,,1350,1036,3808,3053,15,,,
2017-03-27,3347,,3436,12,30,3068,,1340,1056,3806,3048,13,,,
2017-03-28,3353,,3451,12,30,3067,,1342,1060,3804,3047,13,,,
2017-03-29,3367,,3418,14,30,3078,,1358,1053,3817,3050,13,,,
2017-03-30,3388,,3427,12,31,3073,,1345,1040,3814,3048,15,,,
2017-03-31,3387,,3429,12,31,3064,,1346,1036,3814,3054,15,,,
2017-05-01,3356,,3369,5,30,3045,,1325,967,3801,3070,13,64,,
2017-05-02,3359,,3369,5,30,3045,,1325,967,3801,3070,13,64,,
2017-05-03,3348,,3371,5,30,3048,,1305,962,3804,3067,13,69,,
2017-05-04,3336,,3383,7,30,3047,,1304,964,3804,3066,12,69,,
2017-05-05,3330,,3391,11,30,3035,,1328,960,3796,3059,12,69,,
2017-05-06,3328,,3388,11,30,3035,,1328,955,3801,3057,12,68,,
2017-05-07,3327,,3386,11,30,3032,,1328,953,3801,3057,12,67,,
2017-05-08,3329,,3399,11,30,3032,,1339,955,3804,3058,12,67,,
2017-05-09,3327,,3388,12,30,3026,,1339,966,3813,3064,12,68,,
2017-05-10,3337,,3356,12,30,3024,,1354,978,3808,3065,12,71,,
2017-05-22,3338,,3287,16,29,3012,,1306,995,3789,3056,12,59,,
2017-05-23,3353,,3275,16,29,3017,,1288,988,3790,3071,12,59,,
2017-05-24,3349,,3240,16,30,3021,,1299,978,3793,3070,12,59,,
2017-05-25,3351,,3291,8,31,3018,,1294,976,3784,3066,12,60,,
2017-05-26,3331,,3309,11,31,3008,,1302,977,3781,3068,12,60,,
2017-05-27,3327,,3309,11,31,3002,,1302,976,3780,3062,12,58,,
2017-05-28,3327,,3309,10,31,3002,,1302,971,3780,3061,12,58,,
2017-05-29,3328,,3306,10,31,3001,,1304,968,3779,3061,12,58,,
2017-05-30,3326,,3308,9,31,3003,,1316,960,3780,3057,12,57,,
2017-05-31,3314,,3341,8,31,3000,,1311,947,3770,3058,12,59,,
2017-06-02,3326,,3271,9,31,2988,,1369,952,3790,3050,12,59,,
2017-06-03,3324,,3271,9,31,2988,,1369,948,3788,3050,12,59,,
2017-06-04,3324,,3270,10,31,2987,,1369,948,3787,3050,12,59,,
2017-06-05,3304,,3301,10,31,2994,,1385,943,3791,3047,12,55,,
2017-06-06,3316,,3306,10,32,2992,,1388,936,3791,3045,12,52,,
2017-06-07,3315,,3318,9,32,3002,,1401,932,3790,3049,12,52,,
2017-06-08,3309,,3315,11,32,3010,,1394,949,3788,3047,12,47,,
2017-06-09,3299,,3316,7,32,3002,,1388,955,3799,3043,11,47,,
2017-06-10,3296,,3315,7,32,2998,,1388,953,3798,3039,11,47,,
2017-06-11,3296,,3315,7,32,2998,,1388,950,3796,3038,11,47,,
2017-06-12,3311,,3339,8,32,2998,,1360,961,3783,3038,12,45,,
2017-06-13,3331,,3337,8,32,3012,,1349,950,3781,3038,12,52,,
2017-06-14,3334,,3324,8,31,3005,,1371,946,3755,3037,12,51,,
2017-06-15,3329,,3364,7,31,3007,,1362,939,3748,3036,12,43,,
2017-06-16,3329,,3354,13,31,3002,,1347,927,3763,3041,12,40,,
2017-06-17,3328,,3352,13,31,3001,,1347,927,3761,3039,12,39,,
2017-06-18,3327,,3350,13,31,3001,,1347,926,3761,3039,12,39,,
2017-06-19,3349,,3391,31,31,2985,,1356,941,3769,3035,14,39,,
2017-06-20,3348,,3416,8,31,2979,,1330,939,3767,3032,14,40,,
2017-06-21,3364,,3380,9,31,2996,,1357,930,3771,3030,14,40,,
2017-06-22,3357,,3400,9,31,2998,,1400,927,3757,3027,14,40,,
2017-06-23,3378,,3363,7,31,2992,,1423,918,3769,3029,14,40,,
2017-06-24,3379,,3361,7,31,2991,,1423,910,3769,3028,14,40,,
2017-06-25,3375,,3360,7,31,2991,,1423,908,3769,3028,14,40,,
2017-06-26,3374,,3329,6,31,2990,,1416,908,3763,3056,14,41,,
2017-06-27,3392,,3340,8,31,2986,,1388,905,3757,3058,14,46,,
2017-06-28,3384,,3320,6,32,2992,,1367,909,3765,3060,14,46,,
2017-06-29,3379,,3375,9,33,3007,,1328,911,3766,3039,14,46,,
2017-06-30,3370,,3375,9,33,3013,,1328,919,3778,3040,14,46,,
2017-07-02,3367,,3378,9,33,3010,,1328,918,3766,3040,14,46,,
2017-07-03,3367,,3378,9,33,3010,,1298,909,3767,3039,14,43,,
2017-07-04,3365,,3377,9,33,3008,,1298,901,3765,3039,14,43,,
2017-07-05,3362,,3408,9,33,3002,,1259,886,3746,3035,13,43,,
2017-07-06,3349,,3407,9,33,3009,,1250,885,3769,3038,13,48,,
2017-07-07,3371,,3387,9,33,3009,,1194,858,3790,3047,12,48,,
